video_id,title,description,published_at,view_count,like_count,comment_count,duration,source
GyKdYPJ9Y20,Ross Coulthart on the Pine Gap Military Base in Australia,"Ross Coulthart recalls a time he was escorted to a place showing feeds from drones and satellites coming into a naval facility in Sydney, Australia.

Watch the full #RealityCheck episode: https://youtu.be/S4U9LIecyCg

#PineGap #Australia #RossCoulthart",2025-05-08T19:00:23Z,15842,467,14,PT53S,initial_dump
K1gIyGJSjWk,"Ross Coulthart Q&A: 'Immaculate Constellation,' 'The Age of Disclosure' | Reality Check","Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he turns to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about a whistleblower going public about a program called “Immaculate Constellation,” the status of the film “The Age of Disclosure” and dives into connections between the Mormon church and UAPs.

#uap #mormon #UFO 

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans.
 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Anthony Diasio

CHAPTER SUMMARY:
:32 Immaculate constellation
8:51 Status of “The Age of Disclosure” documentary
12:27 Is there a link between UAPs and the Mormon church?
15:00 Ross on the knights of Malta
19:20 Ross on alleged military abductions
24:16 The Todmorden incident",2025-05-04T14:00:06Z,362400,6296,752,PT27M18S,initial_dump
RqptVKs7wbc,"Jacques Vallée: Project Blue Book, space travel and military secrecy | Reality Check","In this episode of ""Reality Check,"" Ross Coulthart sits down with researcher, scientist and author Jacques Vallée. Vallée has been researching the UAPs since the 1960s. Together, they dive into Vallée’s research, theories of NHI origins and military UAP crash retrieval programs. Vallée also shares stories from investigations, his time working closely with Robert Bigelow and his firsthand account of witnessing a UAP. 
Vallée also discusses his latest book in his Forbidden Science series, “Scattered Castles: The Journals of Jacques Vallée 2010-2019.”

#uap #ufo #nhi 

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Anthony Diasio, Maria Morales-Salazar

CHAPTER SUMMARY:
5:27 UAP retrieval programs
10:51 Does the French government know about the UAP programs in the U.S.?
14:15 Why did France set up an office to investigate UAPs?
17:42 Does Vallée believe the U.S. is concealing information about NHI?
20:00 Does Vallée believe the phenomena is NHI?
25:29 Vallée on Dr. Colm Kelleher’s theory of NHI
34:04 Why would NHI want to visit earth?
39:54 Why the U.S. government covering up evidence of sightings
47:22 Does Vallée think data collection of sightings has improved since the 1960’s
52:50 Working with Robert Bigelow
55:01 Reconciling religion with the UAP matter
1:00:50 What should “disclosure” actually look like?
1:05:58 The debate on NHI benevolence or malevolence
1:13:55 Is Vallée closer to a “definitive” answer on the UAP matter?
1:17:04 Who is behind the coverup?",2025-05-02T00:30:06Z,172594,4600,753,PT1H23M47S,initial_dump
cUTAfHlKKYo,Trump was ‘misled’ about danger of drones over New Jersey: Ross Coulthart,"Ross Coulthart calls for the Trump administration to be more transparent regarding last year's drone sightings over New Jersey. 

Full: https://youtu.be/VQsSH74GyCs

#Trump #drones #newjersey",2025-04-30T13:01:12Z,24975,301,10,PT38S,initial_dump
VQsSH74GyCs,Trump was ‘misled’ about danger of drones over New Jersey: Ross Coulthart | Morning in America,"NewsNation investigative journalist Ross Coulthart tells “Morning in America” that more transparency is needed regarding last year’s drone sightings over New Jersey. He also called the White House’s answers about the UAPs dissatisfying.

#Drones #UAPs #Trump

Start your day with ""Morning in America,"" NewsNation's live three-hour national morning newscast hosted by Markie Martin. Weekdays starting at 6a/5C. #MorningInAmerica

NewsNation is your source for fact-based, unbiased news for all Americans. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-04-29T10:49:04Z,89274,2066,454,PT3M32S,initial_dump
FJQn3IPGfcc,"Ross Coulthart Q&A: Harald Malmgren, Blue Origin rumors and MH370 theories | Reality Check","In this episode of ""Reality Check,"" Ross Coulthart takes viewer questions on all things UAPs or paranormal. He reacts to the late Harald Malmgren's claims regarding his involvement with UFO materials. Additionally, Coulthart discusses Blue Origin space flights, the growing pressure for the U.S. government to disclose information about UAPs and debunks a very popular theory about the missing MH370 airliner. 

Related links:
Jesse Michels interview with Harald Malmgren: 
https://youtu.be/09KP8XVf5nY?si=flK0HfmeekdU20u4
 
Ross's trip to Egypt:
https://youtu.be/3hfJ9z222k0?si=9zdQBHURZ1xKAUxT
https://youtu.be/HzAwNhGr02k?si=YFUplODX8RYUAvKY
https://youtu.be/Auj4aX8VJ4Y?si=woE1hMUoc4FqrfNX
 
George Knapp discusses UFO coverage with NewsNation:
https://youtu.be/hD7uPnXQDSo?si=xOFSwMi9h5EZn1yX
https://youtu.be/6u7-_kSP0wU?si=NDWk4g2ei1t7hlJC
 
Rony Vernet conversation on Amazon UFOs: 
https://youtu.be/tMakrd-fQek?si=vB3wVjQI5eF5FMXt
 
Geoff Cruickshank conversations:
https://youtu.be/mHzVOXCnakY?si=pAap0K79XvEBX5sy
https://youtu.be/4VHdP_DdAUs?si=V09xSLmflwvdThUk
 
Lue Elizondo conversations: 
https://youtu.be/wgM5V44eQHU?si=HP_-jZi-0DXrsQ3J
https://youtu.be/lIGzlGzMSJk?si=GRxS3fPs9pTMCTrh
 
MH370 coverage on Reality Check:
https://youtu.be/lW2PWwRM3MA?si=unhw-6ZA6aHhxrPD

#uap #blueorigin #theory 
On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans.
 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Vince Varacello


CHAPTER SUMMARY:
00:00-00:30- WELCOME 
00:30-7:33 ROSS REACTS TO HARALD MALMGREN'S UFO CONFESSIONS
7:33-8:38 ARE THE BLUE ORIGIN SPACE FLIGHTS REAL? 
8:38-11:13 THE CONNECTION TO OLD GODS AND ANCIENT EGYPT & GREECE 
11:13-14:00 WHY DOES IT SEEM UAPS ARE ONLY SEEN IN AMERICA 
14:00-16:55 IS ALL THE PRESSURE ON DISCLOSURE ON THE U.S.? 
16:55-18:54 IS THERE A LINK BETWEEN NHI AND DEMONS? 
18:54-24:05 ROSS'S THOUGHTS ON ASHTON FORBES MH370 THEORIES 
24:05-26:26 SHOW AND TELL WITH BRAZILIAN VARGINHA ALIEN
26:26-27:16 THANK YOU AND GOODBYE",2025-04-27T14:00:18Z,97447,4070,765,PT27M17S,initial_dump
MnYBNT1KwrY,"UFOs, interrogations, cover-ups: The Rendlesham Forest incident | Reality Check","In this episode of Reality Check, Ross Coulthart sits down with Gary Heseltine, founder and editor of ""UFO Truth Magazine."" Together, they dive into the Rendlesham Forest incident, which is considered by some to be a military secret. Heseltine shares his investigations, witness accounts from Sgt. Jim Penniston, and the inhumane interrogations Penniston allegedly faced.

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Thomasi
Editor: Anthony Diasio

0:00 - 2:27 - INTRO
2:28 - 11:49 - RENDLESHAM FOREST STORY
11:50 - 28:44 - A BIG, RED EYE IN THE FOREST
28:45 - 45:49 - AIRCRAFT IN SIGHT
45:50 - 1:03:59 - INTERROGATIONS, POSSIBLE COVER-UP
1:04:00 - 1:04:42 - OUTRO",2025-04-23T21:00:06Z,487151,6775,698,PT1H4M43S,initial_dump
iBbAUAX61Rs,Ross Coulthart Q&A: Does the US have technology that manipulates time and space? | Reality Check,"Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he turns to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about White House official Michael Kratsios claiming that the U.S. can “manipulate time and space,” why NASA does not research UAP and rumors of a secret “alien” base underneath Mount Zeil in Australia.

#UAP #UFO #WhiteHouse

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans.
 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Vince Varacello

CHAPTER SUMMARY:
1:25 Ross’ thoughts on Michael Kratsios statement
5:12 Technology to summon UAPs
6:53 Is it safe to summon UAPs?
8:39 Why taxpayer-funded space programs don’t research UAPs
13:18 What happened to the drone sightings?
16:36 Why UAPs are not reported as “flying saucers” anymore
18:52 Mystery surrounding Mount Zeil in Australia",2025-04-18T00:00:42Z,172075,6065,862,PT22M31S,initial_dump
snh9fuTV-IA,Sean Cahill on how ‘The Alien Perspective’ and the Tic-Tac incident are related | Reality Check,"In this week's episode of ""Reality Check,"" Ross Coulthart sits down with filmmaker Dean Alioto and Sean Cahill, a former chief master-at-arms. Together, they discuss Alioto's film ""The Alien Perspective"" and how long it took to tell the story of phenomena that's covered in conspiracies.
You can watch ""The Alien Perspective"" on Amazon Prime and Apple TV.

#ufo TicTac #TheAlienPerspective

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTERS LIST
0:00 - 0:50 - INTRO
0:51 - 18:09 - IDEA BEHIND ""THE ALIEN PERSPECTIVE""
18:10 - 36:21 - TICTAC SCENE IN ""THE ALIEN PERSPECTIVE""
36:22 - 39:59 - ALIEN ""THREATS""
40:00 - 55:52 - THE METHOD OF ""THE ALIEN PERSPECTIVE""
55:53 - END - OUTRO

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Thomasi
Editor: Anthony Diasio",2025-04-16T21:00:06Z,278025,5476,682,PT57M48S,initial_dump
tPNzX9XCqbQ,"Ross Coulthart Q&A: ‘Tic Tac 2.0,’ legacy media and summoning NHI | Reality Check","Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he turns to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about a new “Tic Tac” video released by George Knapp, secrecy and legacy media and summoning NHI crafts.

#UFO #tictac #legacymedia 

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Anthony Diasio

CHAPTER SUMMARY:
:25 - Ross’ thoughts on the new “tictac” video released by George Knapp
1:51 - Jake Barber and the Skywatchers psionic team
5:30 - Summoning NHI with “dog whistles”
9:09 - Is there information about consciousness after death being kept from the public?
16:03 - Why does legacy media ignore UAP stories",2025-04-12T14:01:13Z,296248,4897,1028,PT25M,initial_dump
UVr9q1ShoVU,Did the Air Force obstruct Roswell and UAP investigations? | Reality Check,"Ross Coulthart sits down with the President and Scientific Director of the J. Allen Hynek Center for UFO Studies, Dr. Mark Rodeghier, to discuss the center's scientific approach to analyzing UAPs.

They also discuss Rodeghier's allegation that the United States Air Force obstructed UAP investigations as far back as the Cold War.

Show Note: Col. John Blitch episode can be found here: https://www.youtube.com/watch?si=feIL3_ZE5gpY9wFT&v=q38SwPmObho&feature=youtu.be 

Credits 
Host: Ross Coulthart
Executive producer: Andy Gipson
Editorial producer: Meagan Ourada
Segment producer: Christine Jenkinson
Associate producer: Cheryl Hwang
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

0:00 - 0:31 – Ross Intro
0:32 - 3:19 – What is CUFOS?
3:20 - 3:38 – Has Dr. Mark Rodeghier seen a UFO?
3:39 - 4:36 – What drew you into the field?
4:37 - 5:24 – Research exhaustion
5:25 -10:23 – Why should people be interested?
10:24 -11:03 – CUFOS mission to Roswell
11:04 - 15:54 – Obstruction by Air Force
15:55 - 24:57 – Roswell witnesses
24:58 -29:39 – The case that sticks out: ""The Coyne Helicopter Case"" in 1973
29:40 - 31:46 – Post 2017 U.S. government acknowledgment AARO
31:47 - 36:24 – NICAP statements
36:25 - 37:45 – Possibility of a meaningful disclosure?
37:46 - 42:29 – Slippery slope for telling the truth
42:30 - 46:53 – Abduction's hypothesis
46:54 - 51:24 – Learning to be skeptical
51:25 - 55:37 – Drones changing shape?
55:38 - 1:01:11 – Does it want to be found?
1:01:12 - End – Outro",2025-04-09T21:00:06Z,726236,6755,634,PT1H2M18S,initial_dump
KadSIZJBZOk,Video of ‘summoned’ UFOs may come soon: Ross Coulthart,Ross Coulthart says a group known as Skywatcher is expected to release new video footage of #UFOs it has been “summoning” through a signaling system. Coulthart adds that the group claims to have recovered footage of nine different shapes.,2025-04-07T15:06:28Z,34666,1499,131,PT1M49S,initial_dump
mVr6Bt2e-Ns,"'Summoned' UFOs: New video may be coming soon, Ross Coulthart says | NewsNation Prime","A group known as Skywatcher is expected to release new video of UFOs it has been “summoning” through a signaling system akin to a dog whistle, investigative journalist Ross Coulthart tells “NewsNation Prime.” He adds: “They claim to have been able to recover video of nine different shapes.”

#UFO #Skywatcher #Aliens

""NewsNation Prime"" is America’s source for unbiased news offering a full range of perspectives from across the U.S. Weekends starting at 7p/6C. #Prime

NewsNation is your source for fact-based, unbiased news for all Americans. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-04-07T00:18:42Z,359735,5982,1419,PT5M6S,initial_dump
TxfFh5grGYg,"Ross Coulthart Q&A: Elon Musk, David Grusch and Jake Barber | Reality Check","Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he turns to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about David Grusch working in Congress, discusses what it would take for Trump to consider the UAP matter more seriously and provides an update on Jake Barber and Skywatcher.

#uap #ufo #congress 

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans.
 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/
CHAPTERS:

:29- Jake Barber and the feminine, loving entity
2:35- Has Coulthart seen the Skywatcher evidence?
3:30- Why is David Grusch waiting for his security clearance to be renewed?
5:28- Coulthart’s experiences with Australia’s aboriginal people
10:11- Coulthart on cases about possible mutilations done by NHI
13:39- What it would take for Trump to do more on disclosure
16:57- Is Elon Musk stonewalling disclosure?",2025-04-06T14:00:38Z,79293,3381,411,PT20M40S,initial_dump
t5e5z1bcBgQ,Jake Barber: Skywatcher is ‘finding things that are not known objects' | Reality Check,"Sponsor Link: https://www.ChuckDefense.com/Ross

Ross Coulthart sits down with UFO Whistleblower and Skywatcher Founder, Jake Barber, and Skywatcher’s Strategic Advisor, Matthew Pines. Together, they discuss Pines’ new Skywatcher role and what it means for the future of Skywatcher.

Barber also announces that the All-domain Anomaly Resolution Office (AARO) has been with the Skywatcher team in the field, and makes a very bold statement: 100% of the time they run their operation, they get results in broad daylight. 

#UFO #Skywatcher #AARO 

UAP SPECIAL: https://www.youtube.com/watch?v=3dtA9w5ldHw&feature=youtu.be
JAKE BARBER'S SOLO INTERVIEW: https://www.youtube.com/watch?v=t37-SKj4rtY
MATTHEW PINES: https://www.youtube.com/watch?v=DFdU18prEhU

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

0:00 - 1:10 - AD
0:31 - 2:15 - INTRO
3:00 - 4:47 - MATTHEW TO RELEASE SKYWATCHER DISCOVERY FRAMEWORK
4:48 - 6:20 - WHAT'S SKYWATCHER?
6:21 - 6:59 - SKYWATCHER MAY DESCRIBE WHY WE AREN'T ALONE
7:00 - 7:55 - PROGRESSION OF SKYWATCHER
7:56 - 10:38 - LEVELS OF PROOF
10:39 - 12:21 - JELLYFISH
12:22 - 19:49 - HOW SKYWATCHER CAN PRESENT THEIR DATA
19:50 - 21:34 - DIFFERENT TECHNIQUES FOR DATA COLLECTION
21:35 - 25:34 - WHAT IS SKYWATCHER DETECTING?
25:35 - 31:04 - WORKING ON INDEPENDENT VERIFIVATION
31:05 - 35:45 - CORRELATION BETWEEN DOG WHISTLE AND ATTRACTING OBJECTS
35:46 - 37:55 - SKYWATCHER'S BUILD-UP
37:56 - 45:29 - SYWATCHER'S VOCABULARY
45:30 - 48:26 - SENSOR DETECTION
47:27 - 1:04:18 - VIEWER QUESTIONS
1:04:19 - 1:07:11 - IS JAKE STILL PLANNING ON INVITING AN AIRCRAFT TO LAND?
1:07:12 - 1:17:14 - WHEN WILL THEY KNOW IF THEY CAN INVITE NHI TO COMMUNICATE WITH HUMANS?
1:17:15 - 1:22:25 - WERE NEW JERSEY DRONES ANOMALOUS?
1:22:26 - END - OUTRO",2025-04-02T23:00:36Z,577787,13488,2430,PT1H25M36S,initial_dump
RBAISwCZ2v0,UFO whistleblower David Grusch: 'We are not alone' | Official Ross Coulthart NewsNation interview,"Editor's note: In March 2025, Rep. Eric Burlison, R-Mo., hired David Grusch to work on his staff and advise on UFO investigations (https://x.com/BlakeBurman/status/1904672257227841638)

NewsNation’s reporting on the unidentified anomalous phenomenon issue was followed by Congressional hearings, newly proposed legislation, changes within the Pentagon and reduced stigma for U.S. military personnel reporting unidentified object sightings encountered during missions and training.

In June 2023, NewsNation aired an exclusive TV interview with retired Maj. David Grusch, a U.S. Air Force veteran who had top secret security clearance while working at the National Geospatial-Intelligence Agency, where he co-led the agency’s UAP portfolio.

In the interview, Grusch discusses his investigation and his formal whistleblower complaint. He alleges, under oath, that his UAP Task Force was refused access to a broad crash retrieval program to secure technical craft of nonhuman origin.

#uap #ufo #nonhuman 

Ross Coulthart's other whistleblower conversations
Lue Elizondo TV special https://youtu.be/wgM5V44eQHU?si=v0uUxnfLf_PdGCDs
Lue Elizondo full interview https://youtu.be/Z5PAJ2EDhDE?si=ZLJv3uGfJrAgjdk-
Jake Barber TV special https://youtu.be/3dtA9w5ldHw?si=Ay1PGClFqT5XkUcO
Jake Barber full interview https://youtu.be/t37-SKj4rtY?si=BE1XOnWFKqfCVT1H
NEWS ARTICLE: https://www.newsnationnow.com/space/ufo/we-are-not-alone-the-ufo-whistleblower-speaks/

CREDITS
Hosts: Ross Coulthart, Elizabeth Vargas
Executive Producers: Andy Gipson, Miguel Sancho
Producers: Zoë Lake, Bryce Zabel
Field producer: Dana Leavitt
Editors: Randi Orr, Tara Brochon

CHAPTERS
0:00 Meet David Grusch
1:25 Elizabeth Vargas introduces the exclusive interview
2:40 The UFO question
4:13 The interview begins
6:07 Grusch details the moment he started learning about a secret UFO crash retrieval program
14:51 Magenta, Italy and Roswell, New Mexico UFO recoveries
18:29 Malmstrom Air Force Base, Montana nuclear missile shutdown
20:30 Pentagon-released UFO footage
24:04 Where are the downed UFOs?
27:16 Is there a 'malevolent species' of NHI?
28:15 Grusch on allegations that people have been murdered to protect a secret UFO crash retrieval program
28:50 Russian and Chinese UFO retrieval programs
30:24 Internal documents and agreements with NHI
33:21 What Grusch *doesn't* have
36:14 Why hasn't this leaked?
37:13 The best reason to believe Grusch
41:29 Ross Coulthart's final thoughts",2025-04-02T20:00:06Z,8438406,56318,8478,PT42M,initial_dump
tSxPnr3oJS4,Ross Coulthart: No hard evidence CIA was involved in JFK assassination,"American filmmaker Oliver Stone testified Tuesday before a House committee on the release of new documents related to the assassination of John F. Kennedy Jr. NewsNation's Ross Coulthart agrees with Stone's claims that it was a clear motive behind Kennedy's death and discusses the possibility of a ""cover-up"" for the planner of the shooting.
 
#JFKfiles #JFKassassination #RossCoulthart

Start your day with ""Morning in America,"" NewsNation's live three-hour national morning newscast hosted by Markie Martin. Weekdays starting at 6a/5C. #MorningInAmerica

NewsNation is your source for fact-based, unbiased news for all Americans. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-04-02T11:45:14Z,10463,169,99,PT4M6S,initial_dump
cd-ZsjeuZ64,"Ross Coulthart Q&A: David Grusch, the pyramids of Giza & shroud of Turin | Reality Check","Sponsor Link: https://BHMD1.com/ROSS

Ross Coulthart explores untold stories using a fact-based approach to address various topics, including unidentified aerial phenomena and other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about David Grusch’s role as an adviser to Rep. Eric Burlison, R-Mo., claims that a city was discovered under the Giza Pyramids, and the possibility that there were UAP sightings in the 19th century.

:00- Sponsor read
2:25- How will David Grusch be advising Rep. Eric Burlison
5:29- Ross’ thoughts on the Shroud of Turin
7:15- UAP sightings from the 1800’s
10:58- What happened with the Las Vegas UAP “backyard incident”?
12:30- What happened to Kelly Cahill?
15:10- Who Ross would subpoena for a UAP taskforce
17:36- Why has disclosure not occurred yet?
22:15- Ross’ thoughts on the latest discovery from Egypt
26:35- Aleks’ thoughts on UAPs
27:45- Meet Producer Meagan

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/",2025-03-30T14:00:06Z,228217,4569,542,PT29M55S,initial_dump
cmZZlVgabTU,What do new JFK files mean? Historian breaks it down | Reality Check,"Sponsor Link: https://TheHealthyFat.com/Ross

In this episode of Reality Check, Ross Coulthart speaks with independent Journalist, Author and Creator of the JFK Facts Substack, Jefferson Morley. Together, they dive into the assassination of John F Kennedy, as well as the latest JFK files that were dropped. 

They discuss if those files are a “nothing-burger,” why the CIA tried to keep these documents hidden during President Donald Trump’s first term and whether Lee Harvey Oswald will continue to be cemented in history books.

#JFK #LeeHarveyOswald #JFKfiles

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all America. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

0:00 - 1:24 - SPONSOR
1:25 - 2:39 - INTRO
2:40 - 6:19 - RELEASED RECORDS
6:20 - 15:52 - OSWALD'S WORK IN JAPAN
15:53 - 25:04 - WAS THERE MORE THAN ONE SHOOTER?
25:03 - 38:46 - WHY DID THE CIA TRY TO KEEP DOCS HIDDEN?
38:47 - 40:00 - OUTRO",2025-03-26T23:00:06Z,218253,2297,270,PT40M1S,initial_dump
